# file...... solar_data0.csv
# date...... Thu Sep  1 14:39:36 2016
# user...... sanjaya
# host...... (null)
# target.... solar 3439
# trigger... (none)
# interval.. 60
# limit..... 1000000
# timestamp,VA_Out,price
2000-08-09 03:53:00 PDT,+0+0j,+0.12
2000-08-09 03:54:00 PDT,+0+0j,+0.12
2000-08-09 03:55:00 PDT,+0+0j,+0.12
2000-08-09 03:56:00 PDT,+0+0j,+0.12
2000-08-09 03:57:00 PDT,+0+0j,+0.12
2000-08-09 03:58:00 PDT,+0+0j,+0.12
2000-08-09 03:59:00 PDT,+0+0j,+0.12
2000-08-09 04:00:00 PDT,+0+0j,+0.12
2000-08-09 04:01:00 PDT,+2.08987+0j,+0.12
2000-08-09 04:02:00 PDT,+4.15639+0j,+0.12
2000-08-09 04:03:00 PDT,+6.19957+0j,+0.12
2000-08-09 04:04:00 PDT,+8.2194+0j,+0.12
2000-08-09 04:05:00 PDT,+10.2159+0j,+0.12
2000-08-09 04:06:00 PDT,+12.189+0j,+0.12
2000-08-09 04:07:00 PDT,+14.1388+0j,+0.12
2000-08-09 04:08:00 PDT,+16.0653+0j,+0.12
2000-08-09 04:09:00 PDT,+17.9684+0j,+0.12
2000-08-09 04:10:00 PDT,+19.8481+0j,+0.12
2000-08-09 04:11:00 PDT,+21.7046+0j,+0.12
2000-08-09 04:12:00 PDT,+23.5376+0j,+0.12
2000-08-09 04:13:00 PDT,+25.3473+0j,+0.12
2000-08-09 04:14:00 PDT,+27.1337+0j,+0.12
2000-08-09 04:15:00 PDT,+28.8967+0j,+0.12
2000-08-09 04:16:00 PDT,+30.6364+0j,+0.12
2000-08-09 04:17:00 PDT,+32.3527+0j,+0.12
2000-08-09 04:18:00 PDT,+34.0456+0j,+0.12
2000-08-09 04:19:00 PDT,+35.7152+0j,+0.12
2000-08-09 04:20:00 PDT,+37.3615+0j,+0.12
2000-08-09 04:21:00 PDT,+40.1362+0j,+0.12
2000-08-09 04:22:00 PDT,+48.3601+0j,+0.12
2000-08-09 04:23:00 PDT,+57.1578+0j,+0.12
2000-08-09 04:24:00 PDT,+66.5294+0j,+0.12
2000-08-09 04:25:00 PDT,+76.4749+0j,+0.12
2000-08-09 04:26:00 PDT,+86.9941+0j,+0.12
2000-08-09 04:27:00 PDT,+98.0872+0j,+0.12
2000-08-09 04:28:00 PDT,+109.754+0j,+0.12
2000-08-09 04:29:00 PDT,+121.995+0j,+0.12
2000-08-09 04:30:00 PDT,+134.809+0j,+0.12
2000-08-09 04:31:00 PDT,+148.198+0j,+0.12
2000-08-09 04:32:00 PDT,+162.16+0j,+0.12
2000-08-09 04:33:00 PDT,+176.695+0j,+0.12
2000-08-09 04:34:00 PDT,+191.805+0j,+0.12
2000-08-09 04:35:00 PDT,+207.488+0j,+0.12
2000-08-09 04:36:00 PDT,+223.745+0j,+0.12
2000-08-09 04:37:00 PDT,+240.576+0j,+0.12
2000-08-09 04:38:00 PDT,+257.98+0j,+0.12
2000-08-09 04:39:00 PDT,+275.958+0j,+0.12
2000-08-09 04:40:00 PDT,+294.51+0j,+0.12
2000-08-09 04:41:00 PDT,+313.635+0j,+0.12
2000-08-09 04:42:00 PDT,+333.334+0j,+0.12
2000-08-09 04:43:00 PDT,+353.607+0j,+0.12
2000-08-09 04:44:00 PDT,+374.453+0j,+0.12
2000-08-09 04:45:00 PDT,+395.873+0j,+0.12
2000-08-09 04:46:00 PDT,+417.866+0j,+0.12
2000-08-09 04:47:00 PDT,+440.433+0j,+0.12
2000-08-09 04:48:00 PDT,+463.573+0j,+0.12
2000-08-09 04:49:00 PDT,+487.287+0j,+0.12
2000-08-09 04:50:00 PDT,+511.574+0j,+0.12
2000-08-09 04:51:00 PDT,+536.435+0j,+0.12
2000-08-09 04:52:00 PDT,+561.869+0j,+0.12
2000-08-09 04:53:00 PDT,+587.876+0j,+0.12
2000-08-09 04:54:00 PDT,+614.457+0j,+0.12
2000-08-09 04:55:00 PDT,+641.611+0j,+0.12
2000-08-09 04:56:00 PDT,+669.338+0j,+0.12
2000-08-09 04:57:00 PDT,+697.639+0j,+0.12
2000-08-09 04:58:00 PDT,+726.513+0j,+0.12
2000-08-09 04:59:00 PDT,+755.96+0j,+0.12
2000-08-09 05:00:00 PDT,+785.98+0j,+0.12
2000-08-09 05:01:00 PDT,+841.746+0j,+0.12
2000-08-09 05:02:00 PDT,+897.231+0j,+0.12
2000-08-09 05:03:00 PDT,+952.435+0j,+0.12
2000-08-09 05:04:00 PDT,+1007.36+0j,+0.12
2000-08-09 05:05:00 PDT,+1062+0j,+0.12
2000-08-09 05:06:00 PDT,+1116.36+0j,+0.12
2000-08-09 05:07:00 PDT,+1170.43+0j,+0.12
2000-08-09 05:08:00 PDT,+1224.23+0j,+0.12
2000-08-09 05:09:00 PDT,+1277.75+0j,+0.12
2000-08-09 05:10:00 PDT,+1330.98+0j,+0.12
2000-08-09 05:11:00 PDT,+1383.93+0j,+0.12
2000-08-09 05:12:00 PDT,+1436.61+0j,+0.12
2000-08-09 05:13:00 PDT,+1489+0j,+0.12
2000-08-09 05:14:00 PDT,+1541.11+0j,+0.12
2000-08-09 05:15:00 PDT,+1592.93+0j,+0.12
2000-08-09 05:16:00 PDT,+1644.48+0j,+0.12
2000-08-09 05:17:00 PDT,+1695.75+0j,+0.12
2000-08-09 05:18:00 PDT,+1746.73+0j,+0.12
2000-08-09 05:19:00 PDT,+1797.44+0j,+0.12
2000-08-09 05:20:00 PDT,+1847.86+0j,+0.12
2000-08-09 05:21:00 PDT,+1898+0j,+0.12
2000-08-09 05:22:00 PDT,+1947.86+0j,+0.12
2000-08-09 05:23:00 PDT,+1997.44+0j,+0.12
2000-08-09 05:24:00 PDT,+2046.74+0j,+0.12
2000-08-09 05:25:00 PDT,+2095.76+0j,+0.12
2000-08-09 05:26:00 PDT,+2144.5+0j,+0.12
2000-08-09 05:27:00 PDT,+2192.96+0j,+0.12
2000-08-09 05:28:00 PDT,+2241.13+0j,+0.12
2000-08-09 05:29:00 PDT,+2289.03+0j,+0.12
2000-08-09 05:30:00 PDT,+2336.64+0j,+0.12
2000-08-09 05:31:00 PDT,+2383.97+0j,+0.12
2000-08-09 05:32:00 PDT,+2431.03+0j,+0.12
2000-08-09 05:33:00 PDT,+2477.8+0j,+0.12
2000-08-09 05:34:00 PDT,+2524.29+0j,+0.12
2000-08-09 05:35:00 PDT,+2570.5+0j,+0.12
2000-08-09 05:36:00 PDT,+2616.43+0j,+0.12
2000-08-09 05:37:00 PDT,+2662.08+0j,+0.12
2000-08-09 05:38:00 PDT,+2707.45+0j,+0.12
2000-08-09 05:39:00 PDT,+2752.54+0j,+0.12
2000-08-09 05:40:00 PDT,+2797.35+0j,+0.12
2000-08-09 05:41:00 PDT,+2841.88+0j,+0.12
2000-08-09 05:42:00 PDT,+2886.13+0j,+0.12
2000-08-09 05:43:00 PDT,+2930.09+0j,+0.12
2000-08-09 05:44:00 PDT,+2973.78+0j,+0.12
2000-08-09 05:45:00 PDT,+3017.18+0j,+0.12
2000-08-09 05:46:00 PDT,+3060.31+0j,+0.12
2000-08-09 05:47:00 PDT,+3103.16+0j,+0.12
2000-08-09 05:48:00 PDT,+3145.72+0j,+0.12
2000-08-09 05:49:00 PDT,+3188.01+0j,+0.12
2000-08-09 05:50:00 PDT,+3230.01+0j,+0.12
2000-08-09 05:51:00 PDT,+3271.73+0j,+0.12
2000-08-09 05:52:00 PDT,+3313.18+0j,+0.12
2000-08-09 05:53:00 PDT,+3354.34+0j,+0.12
2000-08-09 05:54:00 PDT,+3395.22+0j,+0.12
2000-08-09 05:55:00 PDT,+3435.83+0j,+0.12
2000-08-09 05:56:00 PDT,+3476.15+0j,+0.12
2000-08-09 05:57:00 PDT,+3516.19+0j,+0.12
2000-08-09 05:58:00 PDT,+3555.96+0j,+0.12
2000-08-09 05:59:00 PDT,+3595.44+0j,+0.12
2000-08-09 06:00:00 PDT,+3634.64+0j,+0.12
2000-08-09 06:01:00 PDT,+3666.79+0j,+0.12
2000-08-09 06:02:00 PDT,+3698.9+0j,+0.12
2000-08-09 06:03:00 PDT,+3730.95+0j,+0.12
2000-08-09 06:04:00 PDT,+3762.96+0j,+0.12
2000-08-09 06:05:00 PDT,+3794.91+0j,+0.12
2000-08-09 06:06:00 PDT,+3826.81+0j,+0.12
2000-08-09 06:07:00 PDT,+3858.67+0j,+0.12
2000-08-09 06:08:00 PDT,+3890.47+0j,+0.12
2000-08-09 06:09:00 PDT,+3922.22+0j,+0.12
2000-08-09 06:10:00 PDT,+3953.92+0j,+0.12
2000-08-09 06:11:00 PDT,+3985.57+0j,+0.12
2000-08-09 06:12:00 PDT,+4017.18+0j,+0.12
2000-08-09 06:13:00 PDT,+4048.73+0j,+0.12
2000-08-09 06:14:00 PDT,+4080.23+0j,+0.12
2000-08-09 06:15:00 PDT,+4111.68+0j,+0.12
2000-08-09 06:16:00 PDT,+4143.08+0j,+0.12
2000-08-09 06:17:00 PDT,+4174.43+0j,+0.12
2000-08-09 06:18:00 PDT,+4205.73+0j,+0.12
2000-08-09 06:19:00 PDT,+4236.98+0j,+0.12
2000-08-09 06:20:00 PDT,+4268.17+0j,+0.12
2000-08-09 06:21:00 PDT,+4299.32+0j,+0.12
2000-08-09 06:22:00 PDT,+4330.42+0j,+0.12
2000-08-09 06:23:00 PDT,+4361.47+0j,+0.12
2000-08-09 06:24:00 PDT,+4392.47+0j,+0.12
2000-08-09 06:25:00 PDT,+4423.41+0j,+0.12
2000-08-09 06:26:00 PDT,+4454.31+0j,+0.12
2000-08-09 06:27:00 PDT,+4485.16+0j,+0.12
2000-08-09 06:28:00 PDT,+4515.95+0j,+0.12
2000-08-09 06:29:00 PDT,+4546.7+0j,+0.12
2000-08-09 06:30:00 PDT,+4577.39+0j,+0.12
2000-08-09 06:31:00 PDT,+4608.04+0j,+0.12
2000-08-09 06:32:00 PDT,+4638.63+0j,+0.12
2000-08-09 06:33:00 PDT,+4669.18+0j,+0.12
2000-08-09 06:34:00 PDT,+4699.67+0j,+0.12
2000-08-09 06:35:00 PDT,+4730.12+0j,+0.12
2000-08-09 06:36:00 PDT,+4760.51+0j,+0.12
2000-08-09 06:37:00 PDT,+4790.85+0j,+0.12
2000-08-09 06:38:00 PDT,+4821.14+0j,+0.12
2000-08-09 06:39:00 PDT,+4851.39+0j,+0.12
2000-08-09 06:40:00 PDT,+4881.58+0j,+0.12
2000-08-09 06:41:00 PDT,+4911.72+0j,+0.12
2000-08-09 06:42:00 PDT,+4941.81+0j,+0.12
2000-08-09 06:43:00 PDT,+4971.85+0j,+0.12
2000-08-09 06:44:00 PDT,+5001.84+0j,+0.12
2000-08-09 06:45:00 PDT,+5031.78+0j,+0.12
2000-08-09 06:46:00 PDT,+5061.67+0j,+0.12
2000-08-09 06:47:00 PDT,+5091.51+0j,+0.12
2000-08-09 06:48:00 PDT,+5121.3+0j,+0.12
2000-08-09 06:49:00 PDT,+5151.04+0j,+0.12
2000-08-09 06:50:00 PDT,+5180.73+0j,+0.12
2000-08-09 06:51:00 PDT,+5210.37+0j,+0.12
2000-08-09 06:52:00 PDT,+5239.96+0j,+0.12
2000-08-09 06:53:00 PDT,+5269.5+0j,+0.12
2000-08-09 06:54:00 PDT,+5298.98+0j,+0.12
2000-08-09 06:55:00 PDT,+5328.42+0j,+0.12
2000-08-09 06:56:00 PDT,+5357.81+0j,+0.12
2000-08-09 06:57:00 PDT,+5387.14+0j,+0.12
2000-08-09 06:58:00 PDT,+5416.43+0j,+0.12
2000-08-09 06:59:00 PDT,+5445.66+0j,+0.12
2000-08-09 07:00:00 PDT,+5474.85+0j,+0.12
2000-08-09 07:01:00 PDT,+5468.44+0j,+0.12
2000-08-09 07:02:00 PDT,+5463.19+0j,+0.12
2000-08-09 07:03:00 PDT,+5459.1+0j,+0.12
2000-08-09 07:04:00 PDT,+5456.15+0j,+0.12
2000-08-09 07:05:00 PDT,+5454.37+0j,+0.12
2000-08-09 07:06:00 PDT,+5453.74+0j,+0.12
2000-08-09 07:07:00 PDT,+5454.26+0j,+0.12
2000-08-09 07:08:00 PDT,+5455.94+0j,+0.12
2000-08-09 07:09:00 PDT,+5458.77+0j,+0.12
2000-08-09 07:10:00 PDT,+5462.76+0j,+0.12
2000-08-09 07:11:00 PDT,+5467.9+0j,+0.12
2000-08-09 07:12:00 PDT,+5474.2+0j,+0.12
2000-08-09 07:13:00 PDT,+5481.65+0j,+0.12
2000-08-09 07:14:00 PDT,+5490.26+0j,+0.12
2000-08-09 07:15:00 PDT,+5500.02+0j,+0.12
2000-08-09 07:16:00 PDT,+5510.94+0j,+0.12
2000-08-09 07:17:00 PDT,+5523.01+0j,+0.12
2000-08-09 07:18:00 PDT,+5536.24+0j,+0.12
2000-08-09 07:19:00 PDT,+5550.62+0j,+0.12
2000-08-09 07:20:00 PDT,+5566.16+0j,+0.12
2000-08-09 07:21:00 PDT,+5582.85+0j,+0.12
2000-08-09 07:22:00 PDT,+5600.69+0j,+0.12
2000-08-09 07:23:00 PDT,+5619.69+0j,+0.12
2000-08-09 07:24:00 PDT,+5639.84+0j,+0.12
2000-08-09 07:25:00 PDT,+5661.15+0j,+0.12
2000-08-09 07:26:00 PDT,+5683.62+0j,+0.12
2000-08-09 07:27:00 PDT,+5707.23+0j,+0.12
2000-08-09 07:28:00 PDT,+5732+0j,+0.12
2000-08-09 07:29:00 PDT,+5757.93+0j,+0.12
2000-08-09 07:30:00 PDT,+5785.01+0j,+0.12
2000-08-09 07:31:00 PDT,+5813.24+0j,+0.12
2000-08-09 07:32:00 PDT,+5842.63+0j,+0.12
2000-08-09 07:33:00 PDT,+5873.17+0j,+0.12
2000-08-09 07:34:00 PDT,+5904.87+0j,+0.12
2000-08-09 07:35:00 PDT,+5937.72+0j,+0.12
2000-08-09 07:36:00 PDT,+5971.72+0j,+0.12
2000-08-09 07:37:00 PDT,+6006.88+0j,+0.12
2000-08-09 07:38:00 PDT,+6043.19+0j,+0.12
2000-08-09 07:39:00 PDT,+6080.66+0j,+0.12
2000-08-09 07:40:00 PDT,+6119.28+0j,+0.12
2000-08-09 07:41:00 PDT,+6159.05+0j,+0.12
2000-08-09 07:42:00 PDT,+6199.97+0j,+0.12
2000-08-09 07:43:00 PDT,+6242.05+0j,+0.12
2000-08-09 07:44:00 PDT,+6285.29+0j,+0.12
2000-08-09 07:45:00 PDT,+6329.67+0j,+0.12
2000-08-09 07:46:00 PDT,+6375.21+0j,+0.12
2000-08-09 07:47:00 PDT,+6421.9+0j,+0.12
2000-08-09 07:48:00 PDT,+6469.75+0j,+0.12
